state_fp,county_fp,avg_walkability_index,avg_intersection_density,avg_proximity_to_transit,avg_employment_mix,avg_employment_household_mix,block_groups
13,163,5.6078,20.5727,NA,0.4815,0.617,17
13,165,4.0833,5.1201,NA,0.4516,0.4167,8
13,167,3.7917,2.9241,NA,0.4008,0.4377,8
13,169,4.1364,6.5191,NA,0.5129,0.3609,11
13,171,5.7639,17.2035,NA,0.6029,0.4952,12
13,173,4.4524,12.4158,NA,0.5002,0.386,7
13,175,6.0602,29.0457,NA,0.5179,0.5435,36
13,177,5.1923,7.1207,NA,0.5791,0.5059,13
13,179,5.5885,29.9317,NA,0.5031,0.4118,32
13,181,4.2143,3.1646,NA,0.4785,0.4147,7
13,183,2.9524,4.183,NA,0.3077,0.2425,7
13,185,6.814,47.6563,NA,0.5678,0.5372,69
13,187,5.7222,12.1012,NA,0.619,0.4906,12
13,189,5.713,18.2668,NA,0.5378,0.5485,18
13,191,4.1212,6.0202,NA,0.4835,0.3359,11
13,193,4.9487,12.088,NA,0.4819,0.5278,13
13,195,4.8125,5.4292,NA,0.5617,0.3875,16
13,197,4.2,1.3941,NA,0.55,0.4482,5
13,199,5.1,12.5346,NA,0.4921,0.5553,20
13,201,5,2.4889,NA,0.6198,0.5073,5
13,205,5.3627,12.7831,NA,0.5422,0.568,17
13,207,5.0833,4.1762,NA,0.5948,0.5104,14
13,209,5.0714,2.5755,NA,0.5735,0.5563,7
13,211,5.5926,2.6799,NA,0.684,0.5619,9
13,213,4.0385,7.8546,NA,0.3935,0.3881,26
13,215,7.592,73.5177,NA,0.5072,0.5221,125
13,217,6.0686,21.7811,NA,0.6284,0.4775,34
13,219,6.2976,10.379,NA,0.6472,0.6111,14
13,221,4.1296,2.5345,NA,0.4554,0.459,9
13,223,5.9348,17.7627,NA,0.6161,0.4466,46
13,225,5.9583,15.1458,NA,0.6141,0.5354,12
13,227,5.7353,11.5835,NA,0.6019,0.5222,17
13,229,5.1111,9.8152,NA,0.4794,0.5364,12
13,231,4.875,2.7778,NA,0.6171,0.4562,8
13,233,5.9583,31.5128,NA,0.5019,0.5026,32
13,235,6.463,36.2677,NA,0.5833,0.5828,9
13,237,5.2843,13.7328,NA,0.547,0.5165,17
13,239,4.5833,1.0129,NA,0.4513,0.5837,2
13,241,6.2179,7.6464,NA,0.67,0.5922,13
13,243,4.7857,2.3297,NA,0.5125,0.5868,7
13,245,7.3631,78.0318,NA,0.4947,0.5209,140
13,247,5.8587,25.8395,NA,0.5474,0.464,46
13,249,4.7222,2.1995,NA,0.5361,0.5934,3
13,251,5.0476,7.1929,NA,0.5369,0.5326,14
13,253,4.3333,9.2095,NA,0.49,0.4318,9
13,255,6.5857,48.2298,NA,0.5217,0.4939,35
13,257,6.7407,29.6313,NA,0.5913,0.5907,18
13,259,3.5333,0.9804,NA,0.4546,0.4506,5
13,261,6.3974,30.3827,NA,0.5586,0.6031,26
13,263,3.1944,1.1235,NA,0.4233,0.3739,6
13,265,2.7222,0.6975,NA,0.3486,0.3982,3
13,267,4.7188,14.076,NA,0.4148,0.4774,16
13,269,4.5952,1.8832,NA,0.5666,0.4679,7
13,271,5.5167,21.3551,NA,0.5072,0.526,10
13,273,5.9167,38.4874,NA,0.4704,0.5359,10
13,275,5.9861,37.7519,NA,0.4808,0.5297,36
13,277,7.5054,62.6697,NA,0.5201,0.6097,31
13,279,6.0833,31.3964,NA,0.5063,0.5638,24
13,281,6.2292,11.1164,NA,0.6936,0.504,8
13,283,5.2143,20.4482,NA,0.4907,0.5399,7
13,285,6.5691,38.734,NA,0.5344,0.5642,41
13,287,4.8704,11.7263,NA,0.464,0.4971,9
13,289,3.7083,1.4384,NA,0.3923,0.4695,8
13,291,5.4762,10.3034,NA,0.645,0.425,14
13,293,5.5079,26.8004,NA,0.4975,0.4717,21
13,295,5.2319,24.0334,NA,0.4774,0.4253,46
13,297,5.864,13.4305,NA,0.6281,0.5148,38
13,299,7.1818,76.7802,NA,0.4792,0.5343,33
13,301,4.3056,5.6851,NA,0.4547,0.5,6
13,303,5.5833,21.4117,NA,0.5453,0.5204,16
13,305,5.529,29.3777,NA,0.4581,0.5213,23
13,307,3.75,0.6594,NA,0.3998,0.5538,2
13,309,3.6389,1.3873,NA,0.4875,0.4174,6
13,311,5.8472,7.2183,NA,0.623,0.5342,12
13,313,5.8263,31.4292,NA,0.4679,0.4938,71
13,315,4.3056,2.4415,NA,0.5338,0.4559,6
13,317,4.8788,10.6249,NA,0.4914,0.5739,11
13,319,4.8148,7.2939,NA,0.4472,0.5832,9
13,321,4.4778,6.5671,NA,0.454,0.4826,15
15,1,4.9864,19.152,NA,0.4778,0.4095,123
15,3,11.9989,89.2704,323.8119,0.5071,0.4511,591
15,5,2.9167,1.4461,NA,0,0.4256,2
15,7,6.0595,27.6764,NA,0.5248,0.5193,56
15,9,6.7039,46.0278,NA,0.5529,0.5211,103
16,1,12.217,96.5645,542.8249,0.6826,0.5669,169
16,3,5.3889,0.5541,NA,0.7603,0.5378,3
16,5,7.3611,60.5266,NA,0.5727,0.542,60
16,7,5.8095,17.695,NA,0.6278,0.5801,7
16,9,5.6852,32.0921,NA,0.5448,0.5851,9
16,11,5.6889,26.9516,NA,0.4631,0.5847,30
16,13,10.1795,47.0522,317.3983,0.7433,0.7099,13
16,15,5.4167,0.9248,NA,0.7099,0.5534,4
16,17,6.1524,30.0661,NA,0.6097,0.5358,35
16,19,7.7255,69.3927,NA,0.5815,0.5495,68
16,21,5.5185,2.9841,NA,0.6104,0.6302,9
16,23,5.7222,0.2834,NA,0.8049,0.5381,3
16,25,5.8333,0.3679,NA,0.7073,0.6643,1
16,27,9.7937,77.4411,581.28,0.5755,0.5609,84
16,29,5.0238,1.2726,NA,0.5829,0.6067,7
16,31,6.9123,49.6255,NA,0.5192,0.6495,19
16,33,6.1667,0.2383,NA,0.7329,0.7114,1
16,35,5.2564,18.1295,NA,0.5434,0.508,13
16,37,6.0833,0.2061,NA,0.763,0.6766,4
16,39,7.0729,54.2503,NA,0.6055,0.5576,16
16,41,5.8833,6.989,NA,0.6233,0.6515,10
16,43,5.7821,21.7848,NA,0.5552,0.5595,13
16,45,6.9306,31.4466,NA,0.6514,0.5749,12
16,47,6.4872,37.6905,NA,0.5536,0.6134,13
16,49,4.9444,16.9593,NA,0.5528,0.5031,15
16,51,5.0476,7.8174,NA,0.4863,0.5589,14
16,53,6.7667,50.6444,NA,0.4895,0.5888,15
16,55,7.8409,64.8145,NA,0.6846,0.5673,66
16,57,6.7688,56.4712,NA,0.572,0.5151,31
16,59,5.4792,6.5844,NA,0.7177,0.5299,8
16,61,5.6389,13.9045,NA,0.5998,0.5188,6
16,63,4.9167,0.5722,NA,0.5638,0.6713,4
16,65,7.1364,48.1458,NA,0.531,0.6155,22
16,67,6.1458,25.984,NA,0.5047,0.6449,16
16,69,7.2639,65.2626,NA,0.5098,0.561,36
16,71,6.4444,14.9172,NA,0.6103,0.7055,3
16,73,5.2333,14.5512,NA,0.471,0.5333,10
16,75,6.8778,27.3624,187.76,0.5761,0.5935,15
16,77,6.0952,28.2219,NA,0.4774,0.659,7
16,79,5.3056,12.9164,NA,0.531,0.5557,18
16,81,6.875,4.7581,NA,0.8005,0.7094,4
16,83,7.434,64.151,NA,0.5487,0.5902,53
16,85,5.7619,2.3327,NA,0.6669,0.6622,7
16,87,6.3833,37.7114,NA,0.5798,0.5748,10
17,1,7.2377,80.8842,NA,0.5029,0.5518,61
17,3,5.7963,30.4256,NA,0.4847,0.5553,9
17,5,5.8,48.1328,NA,0.5372,0.4337,15
17,7,6.4259,53.0741,NA,0.5267,0.4542,27
17,9,6.0556,41.8458,NA,0.4185,0.6236,6
17,11,5.6396,25.7125,NA,0.5128,0.5277,37
17,13,4.5,2.0853,NA,0.6011,0.4637,5
17,15,6.6944,35.36,NA,0.6127,0.585,18
17,17,7.2,83.1416,NA,0.5673,0.5209,15
17,19,11.35,89.9597,258.2444,0.4733,0.4923,150
17,21,6.4009,52.9678,NA,0.4671,0.5326,37
17,23,5.825,40.7112,NA,0.4528,0.5302,20
17,25,5.1167,10.6737,NA,0.4956,0.5419,10
17,27,6.6237,29.871,NA,0.5866,0.6129,31
17,29,6.9314,94.7951,NA,0.4373,0.5627,51
17,31,13.6355,156.9557,344.5302,0.4813,0.4468,3993
17,33,6.4167,41.7154,NA,0.554,0.5339,20
17,35,4.8939,10.9227,NA,0.5168,0.4575,11
17,37,7.3056,58.8479,NA,0.5507,0.5471,60
17,39,6.0333,40.6022,NA,0.4735,0.5362,15
17,41,6.1404,26.4798,NA,0.5669,0.5719,19
17,43,10.5335,101.9823,655.8452,0.5536,0.5114,617
17,45,6.2917,48.4668,NA,0.5182,0.5003,20
17,47,4.9375,15.9187,NA,0.4749,0.4611,8
17,49,6.7133,31.4518,NA,0.6082,0.633,25
17,51,5.0652,18.2312,NA,0.4943,0.4753,23
17,53,6.2083,28.5002,NA,0.5326,0.6021,16
17,55,5.9309,45.4906,NA,0.4648,0.4544,41
17,57,5.8915,39.3817,NA,0.5174,0.4878,43
17,59,4.5238,1.7497,NA,0.534,0.4939,7
17,61,5.2353,18.486,NA,0.4875,0.4915,17
17,63,6.7059,42.1602,NA,0.5588,0.5591,34
17,65,5.3667,12.6439,NA,0.5445,0.5119,10
17,67,5.5606,15.1362,NA,0.5565,0.5298,22
17,69,4.4167,7.9068,NA,0.4106,0.5339,6
17,71,4.5741,3.8474,NA,0.5156,0.5029,9
17,73,5.9904,31.614,NA,0.5128,0.5403,52
17,75,5.8073,17.4751,NA,0.6027,0.562,32
17,77,6.8931,58.0179,NA,0.5121,0.535,53
17,79,5.0897,25.1934,NA,0.4111,0.537,13
17,81,5.4865,37.4277,NA,0.4596,0.4562,37
17,83,5.3981,36.4192,NA,0.4692,0.4693,18
17,85,6.1731,18.8256,NA,0.6053,0.6016,26
17,87,3.75,3.5039,NA,0.4047,0.384,12
17,89,10.7318,87.835,482.5361,0.4946,0.4917,274
17,91,6.7917,56.9448,NA,0.5017,0.5477,84
17,93,7.1068,61.541,NA,0.5552,0.4662,39
17,95,6.2356,55.1849,NA,0.4582,0.461,58
17,97,10.2214,78.532,584.9632,0.5502,0.4936,402
17,99,7.2317,67.9514,NA,0.5288,0.5609,105
17,101,5.8148,50.8841,NA,0.4135,0.4746,18
17,103,6,44.864,NA,0.4549,0.5179,38
17,105,6.319,50.0897,NA,0.4607,0.5626,35
17,107,6.6092,55.6029,NA,0.5469,0.532,29
17,109,5.6225,35.5543,NA,0.4046,0.4904,34
17,111,8.3303,56.906,611.2638,0.5688,0.4902,164
17,113,10.7562,91.0342,401.7673,0.53,0.5369,108
17,115,7.0185,68.5076,NA,0.4735,0.4944,99
17,117,6.5673,49.2224,NA,0.5532,0.5173,52
17,119,7.388,66.2351,665.53,0.5385,0.5196,195
17,121,6.4225,51.4729,NA,0.5014,0.5165,43
17,123,6.0833,15.4966,NA,0.6024,0.585,12
17,125,5.4917,30.3347,NA,0.4701,0.4943,20
17,127,6.2857,48.6949,NA,0.5141,0.5021,14
17,129,5.3205,21.0399,NA,0.5626,0.4337,13
17,131,4.693,12.2583,NA,0.5203,0.4035,19
17,133,6.2667,16.7865,NA,0.6347,0.5884,15
17,135,6.6429,34.7526,NA,0.5871,0.5955,28
17,137,6.6143,69.143,NA,0.5142,0.5028,35
17,139,5.9643,45.1046,NA,0.4736,0.5353,14
17,141,6.0871,41.4554,NA,0.5042,0.5268,44
17,143,10.9243,73.5807,384.0827,0.4815,0.5249,141
17,145,5.3712,31.2745,NA,0.4213,0.4768,22
17,147,6.5196,57.0424,NA,0.5596,0.5252,17
17,149,5.4417,19.2804,NA,0.5239,0.5731,20
17,151,3.25,0.8704,NA,0.485,0.3517,4
17,153,5.6458,3.5448,NA,0.5913,0.6343,8
17,155,5.7292,10.9383,NA,0.5077,0.6291,8
17,157,6.2576,42.2793,NA,0.5491,0.5508,33
17,159,6,35.1432,NA,0.5057,0.5562,14
17,161,7.4109,82.2314,NA,0.4957,0.5029,116
17,163,10.8291,67.4992,433.2607,0.4826,0.5035,199
17,165,6.7989,64.1902,NA,0.4864,0.5417,29
17,167,10.5213,61.6961,392.6561,0.4908,0.491,180
17,169,5.1042,25.4344,NA,0.44,0.5396,8
17,171,4.0667,1.7439,NA,0.5056,0.4246,5
17,173,5.38,17.5652,NA,0.5178,0.5026,25
17,175,4.7917,4.2351,NA,0.4566,0.6326,8
17,177,6.449,60.6758,NA,0.4624,0.5305,49
17,179,8.7965,57.8085,620.5435,0.5549,0.5131,86
17,181,5.3958,15.2347,NA,0.5205,0.545,16
17,183,6.6035,47.9412,NA,0.5429,0.5208,66
17,185,6.2024,32.16,NA,0.5057,0.5682,14
17,187,6.0985,44.9549,NA,0.4689,0.5355,22
17,189,5.0702,7.8793,NA,0.5108,0.5406,19
17,191,4.9123,20.5966,NA,0.4664,0.4482,19
17,193,6.1562,40.0836,NA,0.4877,0.5546,16
17,195,6.5926,62.0585,NA,0.4558,0.5096,63
17,197,9.1349,74.1725,540.6016,0.5054,0.4787,393
17,199,6.494,58.8471,NA,0.5095,0.4562,56
17,201,7.1483,78.9831,797.295,0.4111,0.4719,263
17,203,5.8444,16.6807,NA,0.5575,0.5534,30
18,1,5.7611,30.9914,NA,0.4173,0.5598,30
18,3,10.0669,69.1749,480.4561,0.5005,0.4982,269
18,5,6.5282,53.7655,NA,0.4808,0.5079,59
18,7,5.9697,22.3974,NA,0.5475,0.6406,11
18,9,7.1389,66.5156,NA,0.5454,0.5528,12
18,11,6.536,51.085,NA,0.5219,0.5422,37
18,13,4.2778,3.4902,NA,0.4717,0.4563,12
18,15,5.1228,18.6924,NA,0.4502,0.4726,19
18,17,6.312,65.3027,NA,0.3996,0.4728,39
18,19,9.0743,64.4708,603.3121,0.5316,0.5199,74
18,21,6.2469,61.6052,NA,0.45,0.4851,27
18,23,6.0573,56.9719,NA,0.4286,0.4882,32
18,25,5.1296,3.1755,NA,0.5633,0.5198,9
18,27,7.092,58.8613,NA,0.5041,0.6105,29
18,29,5.8922,24.9221,NA,0.5486,0.5064,34
18,31,6.2143,34.0181,NA,0.5319,0.5734,21
18,33,6.2905,56.4293,NA,0.4308,0.5644,35
18,35,7.3663,90.6694,NA,0.5022,0.518,101
18,37,6.1778,27.6063,NA,0.5307,0.5994,30
18,39,7.324,124.0927,NA,0.4628,0.5365,125
18,41,6.5256,59.3011,NA,0.4939,0.4896,26
18,43,8.452,73.0733,746.1407,0.5144,0.536,59
18,45,6,44.5038,NA,0.4932,0.4877,19
18,47,5.6146,26.7954,NA,0.6012,0.5,16
18,49,5.7879,29.1026,NA,0.5009,0.5363,22
18,51,6.7989,49.8239,NA,0.5491,0.5729,29
18,53,6.7994,63.2807,NA,0.5017,0.536,54
18,55,6.0657,40.4003,NA,0.5086,0.5216,33
18,57,7.9381,55.9662,NA,0.6504,0.5802,105
18,59,6.6036,41.1937,NA,0.5544,0.5574,37
18,61,4.3043,4.823,NA,0.4377,0.4519,23
18,63,6.7487,43.4433,NA,0.5574,0.5479,65
18,65,6.4205,68.8416,NA,0.4581,0.4851,44
18,67,6.9167,61.4248,NA,0.5011,0.5142,66
18,69,6.6566,50.17,NA,0.5422,0.5531,33
18,71,6.4,51.3025,NA,0.481,0.5137,35
18,73,5.9333,24.0931,NA,0.5207,0.5962,25
18,75,5.1449,31.5831,NA,0.3981,0.4674,23
18,77,6.1944,35.5994,NA,0.4974,0.5622,24
18,79,4.7353,16.235,NA,0.4495,0.4603,17
18,81,7.518,64.9587,771.14,0.5671,0.5417,74
18,83,7.4922,92.6287,NA,0.518,0.538,43
18,85,6.1408,37.4672,NA,0.5033,0.5516,58
18,87,5.0347,13.0097,NA,0.4459,0.5334,24
18,89,8.1354,116.6902,909.8543,0.4604,0.4653,362
18,91,7.1627,71.0526,812.3357,0.5012,0.5167,84
18,93,6.2821,41.4954,NA,0.511,0.5151,39
18,95,7.0734,70.9168,NA,0.5074,0.5167,109
18,97,11.5643,89.7686,477.903,0.4892,0.4923,632
18,99,5.6404,29.6699,NA,0.4732,0.5167,38
18,101,6.2667,35.1666,NA,0.5062,0.5849,10
18,103,5.8843,45.6508,NA,0.4412,0.4809,36
18,105,10.1018,98.0966,399.2925,0.516,0.5132,95
18,107,5.848,34.9356,NA,0.4976,0.5116,34
18,109,6.0778,39.2389,NA,0.558,0.4792,45
18,111,5.2564,10.3313,NA,0.5197,0.5465,13
18,113,5.7095,31.8359,NA,0.4243,0.5341,35
18,115,4,9.9931,NA,0.3739,0.4094,6
18,117,5.6491,32.7899,NA,0.4922,0.5243,19
18,119,4.9271,30.5689,NA,0.48,0.415,16
18,121,4.9123,12.3047,NA,0.5165,0.4794,19
18,123,5.9804,33.6271,NA,0.4687,0.5569,17
18,125,5.0385,34.075,NA,0.4425,0.4551,13
18,127,6.9109,48.6485,1146.66,0.5766,0.487,86
18,129,5.7778,27.0362,NA,0.4888,0.5462,24
18,131,5.1538,8.2101,NA,0.5285,0.5373,13
18,133,5.3086,30.5484,NA,0.4651,0.5122,27
18,135,5,9.6158,NA,0.4673,0.5187,30
18,137,5.7803,18.6415,NA,0.5815,0.5429,22
18,139,4.8235,13.8574,NA,0.4486,0.5182,17
18,141,7.8098,115.981,NA,0.482,0.5,227
18,143,5.5833,25.8335,NA,0.4597,0.5035,18
18,145,5.9381,39.9387,NA,0.4758,0.5035,35
18,147,5.5521,4.4835,NA,0.5916,0.5735,16
18,149,4.8333,19.3176,NA,0.4965,0.4084,22
18,151,5.5753,26.9672,NA,0.4726,0.5093,31
18,153,6.1167,40.0955,NA,0.495,0.5217,20
18,155,3.8333,2.026,NA,0.5174,0.3676,8
18,157,10.8513,73.2633,404.3111,0.4968,0.4885,102
18,159,5.2451,31.6969,NA,0.4032,0.5307,17
18,161,5.381,10.7373,NA,0.5987,0.4749,7
18,163,7.6939,86.2994,NA,0.5052,0.5,159
18,165,5.8596,41.1715,NA,0.4208,0.525,19
18,167,10.6507,113.9408,545.7638,0.5142,0.4918,94
18,169,6.5455,44.8331,NA,0.5021,0.5903,33
18,171,4.7778,8.0559,NA,0.351,0.6253,9
18,173,6.4496,41.1501,NA,0.5724,0.4783,43
18,175,5.2424,30.6319,NA,0.4556,0.476,22
18,177,6.734,57.7606,NA,0.5095,0.5335,52
18,179,5.6346,35.2584,NA,0.3952,0.5765,26
18,181,5.6923,24.9364,NA,0.4496,0.5678,26
18,183,5.1964,22.3887,NA,0.4638,0.5116,28
19,1,6.0926,12.8782,NA,0.642,0.5952,9
19,3,4.8333,5.1576,NA,0.5129,0.55,4
19,5,5.6667,7.4841,NA,0.5923,0.6001,15
19,7,5.75,20.9896,NA,0.5459,0.5411,14
19,9,4.8333,8.1838,NA,0.456,0.5196,9
19,11,5.8651,18.142,NA,0.6072,0.5494,21
19,13,7.8465,86.2719,NA,0.5377,0.5525,101
19,15,7.0965,43.8505,NA,0.5551,0.6431,19
19,17,6.7667,30.3524,NA,0.643,0.6137,20
19,19,5.8509,18.9877,NA,0.546,0.5926,19
19,21,6.6333,29.1195,NA,0.6064,0.6467,15
19,23,5.8571,6.0015,NA,0.6181,0.5902,14
19,25,6.0152,11.1804,NA,0.5855,0.6112,11
19,27,7.471,43.0824,NA,0.6154,0.6667,23
19,29,6.5333,14.606,NA,0.67,0.6185,15
19,31,6.0917,15.4469,NA,0.5791,0.6145,20
19,33,10.3214,61.7654,390.6008,0.5755,0.5503,42
19,35,6.0952,17.4596,NA,0.54990000000000006,0.6265,14
19,37,5.4167,9.217,NA,0.5129,0.5636,14
19,39,6.0625,18.846,NA,0.6031,0.5699,8
19,41,6.8426,35.8913,NA,0.5873,0.6374,18
19,43,5.7368,3.3253,NA,0.662,0.6182,19
19,45,9.2292,44.9556,266.0305,0.5558,0.5486,48
19,47,6.3824,42.4925,NA,0.5562,0.5431,17
19,49,7.6357,44.4826,642.7325,0.6018,0.5948,43
19,51,5.5417,11.0057,NA,0.5744,0.5921,8
19,53,5,9.233,NA,0.5214,0.4848,8
19,55,6.0926,21.213,NA,0.6105,0.5838,18
19,57,11.9264,88.26,277.1925,0.5369,0.5043,43
19,59,7.3,38.5355,NA,0.6353,0.6192,15
19,61,7.4229,79.1769,NA,0.5053,0.5537,80
19,63,6.8333,36.7405,NA,0.531,0.6402,11
19,65,6.053,17.0985,NA,0.5991,0.597,22
19,67,5.951,22.51,NA,0.5701,0.5734,17
19,69,5.6061,8.2418,NA,0.5339,0.6222,11
19,71,5.5208,2.4232,NA,0.6127,0.6306,8
19,73,5.7037,15.0657,NA,0.6108,0.5655,9
19,75,6.0694,5.5358,NA,0.6416,0.6391,12
19,77,6.0833,6.0877,NA,0.6684,0.6054,10
19,79,5.9608,38.0389,NA,0.4745,0.5715,17
19,81,5.1667,14.6731,NA,0.4701,0.5746,13
19,83,6.1333,19.4942,NA,0.5897,0.6243,20
19,85,5.631,11.2075,NA,0.6,0.5759,14
19,87,6.6354,20.8516,NA,0.6726,0.5831,16
19,89,6.3333,25.6804,NA,0.5992,0.6444,10
19,91,5.8636,15.787,NA,0.5578,0.6067,11
19,93,6.2143,22.0479,NA,0.5662,0.6678,7
19,95,5.5238,7.2268,NA,0.6122,0.5515,14
19,97,6.5455,29.362,NA,0.6721,0.5819,22
19,99,7.0048,44.1677,NA,0.5955,0.5879,35
19,101,7.0769,41.1949,NA,0.6688,0.6046,13
19,103,9.3356,55.1439,480.6957,0.5995,0.5322,72
19,105,6.4537,16.252,NA,0.6855,0.5857,18
19,107,4.9744,7.3241,NA,0.5129,0.5134,13
19,109,6.3426,27.9963,NA,0.5695,0.6474,18
19,111,7.4314,72.7403,NA,0.5321,0.5772,34
19,113,11.5876,70.0647,446.9381,0.5589,0.547,137
19,115,5.2917,13.4999,NA,0.4606,0.5744,12
19,117,5,24.9409,NA,0.4835,0.4477,10
19,119,5.7436,8.4257,NA,0.5201,0.6396,13
19,121,6.1944,18.3489,NA,0.6281,0.5784,12
19,123,9.6508,55.9728,359.6425,0.4999,0.5472,21
19,125,6.6726,44.4753,NA,0.5604,0.575,28
19,127,9.3577,50.9021,518.6052,0.4923,0.5203,41
19,129,5.4744,14.8214,NA,0.5754,0.5046,13
19,131,5.9028,16.001,NA,0.5905,0.5993,12
19,133,5.6389,11.3011,NA,0.6384,0.5521,12
19,135,5.8333,11.7895,NA,0.6066,0.5861,8
19,137,6.625,30.9614,NA,0.614,0.5788,12
19,139,9.3333,51.3205,301.9194,0.5202,0.5547,34
19,141,6.6042,22.2742,NA,0.6021,0.6443,16
19,143,5.3333,10.4298,NA,0.4177,0.6672,8
19,145,6.6842,50.8065,NA,0.5507,0.5568,19
19,147,6.9242,36.4942,NA,0.6041,0.6577,11
19,149,5.6894,24.3388,NA,0.5299,0.565,22
19,151,5.8704,11.619,NA,0.5685,0.631,9
19,153,11.8124,70.4614,504.3922,0.5657,0.5648,302
19,155,7.2204,79.5017,1121.18,0.4883,0.5017,93
19,157,5.7745,18.1732,NA,0.5457,0.5706,17
19,159,5.5278,8.072,NA,0.6191,0.5586,6
19,161,5.9167,10.4012,NA,0.6074,0.601,16
19,163,7.9946,76.6197,NA,0.5775,0.5603,124
19,165,6.0778,27.0504,NA,0.5562,0.6158,15
19,167,6.7179,28.9503,NA,0.5659,0.6662,26
19,169,7.3968,65.7202,NA,0.5269,0.5295,63
19,171,5.2917,11.1533,NA,0.5613,0.4982,20
19,173,4.6481,7.7049,NA,0.4467,0.5149,9
19,175,6.5111,55.2675,NA,0.4878,0.5283,15
19,177,4.537,2.301,NA,0.5589,0.5016,9
19,179,6.5856,60.1297,NA,0.4329,0.5081,37
19,181,6.4483,27.8838,752.37,0.6206,0.5535,29
19,183,6.6053,21.6932,NA,0.5963,0.6574,19
19,185,5.6389,4.9115,NA,0.6596,0.5539,6
19,187,10.3246,65.6818,258.5443,0.5069,0.5237,38
19,189,6.6071,35.8413,NA,0.5502,0.6387,14
19,191,5.9167,22.6145,NA,0.5654,0.5999,20
19,193,11.9552,95.5255,378.4481,0.4921,0.489,108
19,195,4.85,4.4297,NA,0.5091,0.5424,10
19,197,6.2692,17.1644,NA,0.5466,0.6522,13
20,1,7.0641,64.4926,NA,0.4885,0.5981,13
20,3,6.5,32.5671,NA,0.519,0.5769,7
20,5,6.1042,48.2032,NA,0.4545,0.5127,16
20,7,6.3333,5.2635,NA,0.6499,0.6988,6
20,9,7.5278,68.6542,NA,0.5389,0.5956,30
20,11,6.375,64.0517,NA,0.4788,0.4588,16
20,13,6.6818,26.485,NA,0.5936,0.6733,11
20,15,6.373,43.6932,NA,0.5366,0.4994,42
20,17,5.625,15.2977,NA,0.5193,0.62,4
20,19,5.0278,5.3978,NA,0.4753,0.5411,6
20,21,6.0556,41.2327,NA,0.4229,0.5639,21
20,23,6,14.1589,NA,0.6086,0.6349,4
20,25,6.3333,1.1278,NA,0.8051,0.6819,2
20,27,6,30.8793,NA,0.5402,0.5914,9
20,29,6.6944,41.5476,NA,0.5621,0.6309,12
20,31,5.875,9.4854,NA,0.5794,0.6097,8
20,33,6.2222,3.8995,NA,0.7438,0.6438,3
20,35,6.6616,70.6939,NA,0.4484,0.4974,33
20,37,7.2892,70.8839,NA,0.5301,0.5534,34
20,39,6.6667,11.9561,NA,0.6455,0.6486,4
20,41,6.3333,32.2718,NA,0.549,0.5759,19
20,43,5.0167,5.4623,NA,0.5239,0.5677,10
20,45,8.5513,86.5274,876.9238,0.5801,0.5464,65
20,47,5.9167,8.8766,NA,0.5949,0.6649,4
20,49,5.2667,3.0462,NA,0.5913,0.6017,5
20,51,8.3933,70.9447,NA,0.6426,0.6391,25
20,53,7.1389,19.7319,NA,0.6865,0.6923,6
20,55,8,86.0567,NA,0.5069,0.6243,30
20,57,7.58,96.69,NA,0.5163,0.5757,25
20,59,6.2246,34.4646,NA,0.5368,0.5153,23
20,61,7.0133,68.1892,NA,0.4648,0.4654,25
20,63,5.3889,3.0422,NA,0.6333,0.6311,3
20,65,5.1667,5.1139,NA,0.5591,0.5432,4
20,67,6.8095,41.388,NA,0.4868,0.6038,7
20,69,5.3333,3.8284,NA,0.4795,0.6631,7
20,71,5.9167,5.0136,NA,0.6027,0.6825,2
20,73,5.9259,34.607,NA,0.5243,0.5275,9
20,75,5.9167,1.1149,NA,0.6344,0.7585,2
20,77,6.7381,27.9815,NA,0.5782,0.6468,7
20,79,7.0556,47.5024,NA,0.5558,0.5938,27
20,81,6.2917,10.2674,NA,0.5234,0.6686,4
20,83,7,1.266,NA,0.8627,0.703,1
20,85,5.5606,22.0099,NA,0.577,0.5297,11
20,87,5.4333,4.1972,NA,0.6251,0.5198,15
20,89,4.4583,1.9113,NA,0.5328,0.4976,4
20,91,10.5865,95.2504,714.1648,0.5774,0.5136,374
20,93,7.1111,13.5854,NA,0.6794,0.717,3
20,95,5.3148,10.2473,NA,0.5295,0.5724,9
20,97,6.0833,8.6693,NA,0.5729,0.6818,4
20,99,6.8182,53.9895,NA,0.4979,0.5636,22
20,101,5.2222,0.997,NA,0.613,0.6768,3
20,103,6.7133,58.1835,NA,0.5346,0.4821,50
20,105,5.5833,2.6378,NA,0.6268,0.6427,4
20,107,5.2333,5.9323,NA,0.5444,0.5245,10
20,109,6.6667,6.0259,NA,0.6795,0.7255,3
20,111,7.4948,97.6838,NA,0.5412,0.5178,32
20,113,6.954,54.3018,NA,0.5412,0.5565,29
20,115,5.7024,9.3762,NA,0.5693,0.6104,14
20,117,6.303,21.1942,NA,0.6021,0.6417,11
20,119,5.75,4.0953,NA,0.5469,0.6503,4
20,121,6.3111,40.7069,NA,0.5212,0.528,30
20,123,7.8333,54.346,NA,0.6682,0.6927,7
20,125,6.4459,50.5558,NA,0.4384,0.5365,37
20,127,4.8958,8.8638,NA,0.4573,0.5587,8
